@RELATION capsense
@ATTRIBUTE mean_accel_1 NUMERIC
@ATTRIBUTE mean_accel_2 NUMERIC
@ATTRIBUTE mean_accel_3 NUMERIC
@ATTRIBUTE var_accel_1 NUMERIC
@ATTRIBUTE var_accel_2 NUMERIC
@ATTRIBUTE var_accel_3 NUMERIC
@ATTRIBUTE class {class1,class2,class3,class4,class5,class6,class7,class8,class9}

@DATA
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
147.720000,128.000000,148.000000,0.201600,0.000000,0.000000,class0
147.710000,128.000000,148.000000,0.205900,0.000000,0.000000,class0
147.990000,128.000000,148.000000,0.009900,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
147.860000,128.000000,148.000000,0.120400,0.000000,0.000000,class0
147.860000,128.000000,148.000000,0.120400,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
147.830000,128.000000,148.000000,0.141100,0.000000,0.000000,class0
147.830000,128.000000,148.000000,0.141100,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.050000,127.960000,148.000000,0.047500,0.038400,0.000000,class0
